-9.482056254348929514e-01 -9.724932062288701440e-01 -9.774335798386366569e-01 -9.667224289627543987e-01 -9.319817128066328893e-01 -8.451909702054696272e-01 -6.400576981248710107e-01 -2.204621019056456355e-01 3.438144089454618357e-01 7.286379842073588131e-01 8.887218579078844938e-01 9.433759168593863764e-01 9.610519724939884378e-01 9.669546596428013618e-01 9.692153031320238643e-01 9.703334020806986260e-01 9.710621345852762376e-01 9.716276235069359890e-01 9.720992163716383194e-01 9.724999489177001966e-01 9.728390898025214284e-01 9.731216232668975508e-01 9.733509786238735417e-01 9.735298068382250980e-01 9.736602063436263776e-01 9.737438040695182151e-01 9.737818061466451125e-01 9.737750469099444306e-01 9.737240392784364262e-01 9.736290222582218989e-01 9.734899997645756198e-01 9.733067649142720379e-01 9.730789023821296846e-01 9.728057519849534485e-01 9.724862790706297888e-01 9.721186624530705478e-01 9.716989418821593283e-01 9.712164583569713461e-01 9.706383516144118095e-01 9.698569765599885928e-01 9.685129950818819333e-01 9.654079945481183200e-01 9.565965505647636702e-01 9.294619682645232084e-01 8.464025767149174762e-01 6.160609112227918294e-01 1.380132414923415374e-01 -4.033946542762994469e-01 -7.346854842431783661e-01 -8.854473926792536531e-01
-1.005394996311943956e+00 -1.014700481622280437e+00 -1.016535626711786211e+00 -1.012600075877451378e+00 -9.989322082350766685e-01 -9.608814591330424593e-01 -8.557639204807940825e-01 -5.802010830322368307e-01 -2.134115576912700568e-02 5.565553021799213296e-01 8.325416354640122751e-01 9.269478255557315194e-01 9.562764577028546320e-01 9.654666681103929449e-01 9.686685442535214463e-01 9.700771837708833667e-01 9.709128946105494151e-01 9.715302683642823567e-01 9.720345364377064312e-01 9.724592540227492421e-01 9.728171477150314717e-01 9.731145944793958558e-01 9.733557327722529573e-01 9.735436378041800731e-01 9.736806776027722155e-01 9.737686494753937660e-01 9.738088628971407479e-01 9.738022102377331679e-01 9.737492310332406253e-01 9.736501660291535520e-01 9.735049955582972814e-01 9.733134566415641009e-01 9.730750302969863874e-01 9.727888760150575909e-01 9.724536347110662726e-01 9.720668212564955724e-01 9.716228192004616737e-01 9.711059988214160166e-01 9.704667601190877235e-01 9.695379593912297755e-01 9.677444522270055582e-01 9.631023641571480054e-01 9.488361680714187951e-01 9.025157485142232261e-01 7.567140860904170152e-01 3.678469567253093708e-01 -2.634889560440146772e-01 -7.127319188061063127e-01 -9.070685238204584389e-01 -9.791381399812646436e-01
-1.022902138268857231e+00 -1.026865358464979838e+00 -1.027631190096123692e+00 -1.026050281219224258e+00 -1.020076419883491514e+00 -1.001617979466343344e+00 -9.442928742438712053e-01 -7.697009327233723663e-01 -3.159876449422553413e-01 3.690841732758324834e-01 7.674305524053528504e-01 9.081328696475047257e-01 9.510274238356091203e-01 9.639526150042571073e-01 9.681882130938164188e-01 9.699013352269149069e-01 9.708417664406550074e-01 9.715059609341215596e-01 9.720377927583423450e-01 9.724818870839297968e-01 9.728545453574863888e-01 9.731635659562821727e-01 9.734137902696684552e-01 9.736086801066459184e-01 9.737508071236704588e-01 9.738420546095082342e-01 9.738837463794914884e-01 9.738767525331271102e-01 9.738215772166032291e-01 9.737184241170560028e-01 9.735672355176315795e-01 9.733677011753650854e-01 9.731192287696799337e-01 9.728208473480522978e-01 9.724709404131570700e-01 9.720664360564731377e-01 9.716001154133196982e-01 9.710512392076363630e-01 9.703523109920109135e-01 9.692706265049024772e-01 9.669864778531426230e-01 9.606002882401536436e-01 9.399476863280756822e-01 8.706967158646303773e-01 6.513771093299011161e-01 1.102301749325370062e-01 -5.347535141043215923e-01 -8.588481765005403501e-01 -9.734544103023671235e-01 -1.010713703982357936e+00
-1.028337143461768521e+00 -1.030403136409754339e+00 -1.030799654318172554e+00 -1.030034392560387868e+00 -1.026840158714652285e+00 -1.015958629637184529e+00 -9.790136700363794020e-01 -8.556128104370142040e-01 -4.887139893674356528e-01 2.172543943981237458e-01 7.102821998340493881e-01 8.915878474655496433e-01 9.465366497722329520e-01 9.627406370753054388e-01 9.678663886711206255e-01 9.698350605720117423e-01 9.708599809876901077e-01 9.715597859770120914e-01 9.721112313661482984e-01 9.725683904791372347e-01 9.729507286122277554e-01 9.732673728919667422e-01 9.735238076777196214e-01 9.737237666946748638e-01 9.738698488651448271e-01 9.739638154227268085e-01 9.740068055768610344e-01 9.739995105538975517e-01 9.739423012598317220e-01 9.738353048705210568e-01 9.736784341922773978e-01 9.734713759281004020e-01 9.732135352807370632e-01 9.729039055794876933e-01 9.725407387466447062e-01 9.721205647890593937e-01 9.716349239312197517e-01 9.710588773402284435e-01 9.703097683194212841e-01 9.690981721905486124e-01 9.663886962676360159e-01 9.584587905941813757e-01 9.320490594584699418e-01 8.419617704624111632e-01 5.582625069501984116e-01 -8.555371339890360805e-02 -6.774936308373473715e-01 -9.213780392310720879e-01 -9.984766937456228675e-01 -1.021449131989104142e+00
-1.029893149813424946e+00 -1.031359005289325781e+00 -1.031639182033582181e+00 -1.031121840812830870e+00 -1.028805213856366585e+00 -1.020429872027436957e+00 -9.906075538057488306e-01 -8.865964202136316086e-01 -5.593626535213193085e-01 1.396104336184550987e-01 6.791760208985996305e-01 8.825780750605307645e-01 9.441769246451355846e-01 9.621834853736277449e-01 9.677961974639774922e-01 9.699038666167625333e-01 9.709734122503052012e-01 9.716900332141106267e-01 9.722488055651845595e-01 9.727096836385809020e-01 9.730946531549619083e-01 9.734141741025131855e-01 9.736743252858734987e-01 9.738788149500872127e-01 9.740297478251461749e-01 9.741281479908809882e-01 9.741744117207249420e-01 9.741686575159241857e-01 9.741109298955293871e-01 9.740012594901030774e-01 9.738396238973845431e-01 9.736258586497351653e-01 9.733595398658927422e-01 9.730398089680724061e-01 9.726649977322047169e-01 9.722315513887065386e-01 9.717304462086098216e-01 9.711345422298708341e-01 9.703529297135110587e-01 9.690648309514994230e-01 9.661142889543220535e-01 9.573139118605080711e-01 9.276425094528217841e-01 8.257520205706890826e-01 5.068447973169984966e-01 -1.809896422798528692e-01 -7.339414400435561037e-01 -9.436177986486943281e-01 -1.006740303425820660e+00 -1.024751345370358502e+00
-1.029741824311974474e+00 -1.031271983386491620e+00 -1.031558725023020928e+00 -1.031000094109718157e+00 -1.028552279702667382e+00 -1.019804066144740062e+00 -9.889048108933768955e-01 -8.818824951030913573e-01 -5.481511323854254547e-01 1.529109616568623820e-01 6.847553418027136907e-01 8.843400090575592731e-01 9.447888059864638644e-01 9.624918915105418193e-01 9.680275080561732137e-01 9.701126907298728286e-01 9.711695002242395347e-01 9.718726809828316382e-01 9.724166520106101164e-01 9.728637327666814771e-01 9.732389017300776546e-01 9.735549194066634993e-01 9.738186608464681759e-01 9.740329001509550055e-01 9.741974624275444583e-01 9.743105266704081835e-01 9.743698997734296929e-01 9.743739289400460413e-01 9.743218731120045772e-01 9.742137894256392983e-01 9.740501654172026846e-01 9.738315253722460429e-01 9.735581189236489630e-01 9.732296618052059811e-01 9.728449477545620949e-01 9.724007945192543190e-01 9.718885184636435470e-01 9.712814553758692959e-01 9.704899172374422678e-01 9.691974308066824140e-01 9.662644464579420722e-01 9.575667331290236284e-01 9.283218051092972933e-01 8.280086962769059866e-01 5.137604061708633818e-01 -1.687820127536903414e-01 -7.271488449961779343e-01 -9.410365322611288219e-01 -1.005816369863203219e+00 -1.024402434384961591e+00
-1.027662656174491040e+00 -1.029987362316538757e+00 -1.030412780101349179e+00 -1.029483276449500773e+00 -1.025774259125301180e+00 -1.013471908497465268e+00 -9.725698045166649708e-01 -8.386695508491369688e-01 -4.516640671771278148e-01 2.543518773881858208e-01 7.250827214881495619e-01 8.962749627171732181e-01 9.482125481996076521e-01 9.636153719175503118e-01 9.685266242968336714e-01 9.704164058963873352e-01 9.713796152426573682e-01 9.720090410950431581e-01 9.724841267937663902e-01 9.728716638822461071e-01 9.732058509445867811e-01 9.735068918064823107e-01 9.737837775786313266e-01 9.740351018661124183e-01 9.742517438246521833e-01 9.744212333145383376e-01 9.745321429147415504e-01 9.745770044154988820e-01 9.745530843671034171e-01 9.744613494805408616e-01 9.743046798231695949e-01 9.740862899081512705e-01 9.738087610306651598e-01 9.734735905631587416e-01 9.730808880347435741e-01 9.726285599666281145e-01 9.721092851633040821e-01 9.714995364573205672e-01 9.707200029318237000e-01 9.694927399910464594e-01 9.668256641435737375e-01 9.591617193098208594e-01 9.338638962679168820e-01 8.479042538642024285e-01 5.767802508984378740e-01 -4.935202456462176035e-02 -6.542454900343599444e-01 -9.118848181184676660e-01 -9.948867481322138939e-01 -1.020007522636978692e+00
-1.020675311944695185e+00 -1.025374485332611663e+00 -1.026231704717524451e+00 -1.024188261895484064e+00 -1.016803410842608058e+00 -9.946551747627676576e-01 -9.277831830257472490e-01 -7.307724041957185390e-01 -2.458084529305127330e-01 4.209019347672800504e-01 7.866063069459217072e-01 9.142950238725725542e-01 9.533673504379243102e-01 9.652405388639592188e-01 9.691371177566664441e-01 9.706436206451822812e-01 9.713549142432623684e-01 9.717425956420874256e-01 9.719771258161699068e-01 9.721541390393815263e-01 9.723459009830514033e-01 9.726017150503156738e-01 9.729384657720114848e-01 9.733380964190294637e-01 9.737567376813844877e-01 9.741414404174725261e-01 9.744467622107886307e-01 9.746451589227356216e-01 9.747287280004455212e-01 9.747038664611515912e-01 9.745835624639365147e-01 9.743812628437062973e-01 9.741076814665844408e-01 9.737699518718265779e-01 9.733718503862789362e-01 9.729138238593447729e-01 9.723911201584267694e-01 9.717854154654864685e-01 9.710339425601914876e-01 9.699191697978215565e-01 9.676772884601541058e-01 9.616188958244954454e-01 9.423602875107160992e-01 8.783028478474258494e-01 6.755073641163129583e-01 1.652325790417978335e-01 -4.866018394835628369e-01 -8.358340085426212429e-01 -9.637902087452292488e-01 -1.006426601643838126e+00
-9.980609458449578586e-01 -1.009438338299770921e+00 -1.011551979120388189e+00 -1.006310529551611266e+00 -9.888184478965782453e-01 -9.415239122420367979e-01 -8.153433267888525737e-01 -5.016172641866144533e-01 7.752809241446316502e-02 6.089013997164922642e-01 8.507495286964135150e-01 9.330447474694343324e-01 9.587909473320774811e-01 9.668564305029290207e-01 9.694692582611826870e-01 9.702449479346839656e-01 9.702390301437846531e-01 9.698135315826316161e-01 9.691947571149501783e-01 9.686125732155511647e-01 9.682932599885003544e-01 9.684017345095612406e-01 9.689861984285644825e-01 9.699630085863230056e-01 9.711526119406008739e-01 9.723463973976681496e-01 9.733712847945590330e-01 9.741285459800366198e-01 9.745976196809669201e-01 9.748114137147647629e-01 9.748241808988588053e-01 9.746880619820530445e-01 9.744425375077464535e-01 9.741132382250260457e-01 9.737148137772804191e-01 9.732540346113967011e-01 9.727307430397693633e-01 9.721332730176981407e-01 9.714175220944062383e-01 9.704315479583109916e-01 9.686537036598437123e-01 9.642958693204790599e-01 9.512931554647930943e-01 9.096857952835165628e-01 7.793919910476663215e-01 4.272807459740575742e-01 -1.826717480617921774e-01 -6.613871443083048085e-01 -8.816705637662337613e-01 -9.664036698782989543e-01
-9.241507213371543683e-01 -9.541588610603686238e-01 -9.599092396947250805e-01 -9.454952992240657217e-01 -9.005841687831765974e-01 -7.921812548585206448e-01 -5.488477304349317354e-01 -9.436837043811983905e-02 4.388279796934306254e-01 7.686831430438779700e-01 9.025358505026956912e-01 9.483701904536343541e-01 9.631764987236353104e-01 9.676866979718260486e-01 9.684779750237059170e-01 9.674393640766416613e-01 9.651014206772071669e-01 9.617997213277627022e-01 9.580721973893571164e-01 9.546897688935290782e-01 9.524821406497182563e-01 9.520674620288197554e-01 9.536174245428225005e-01 9.567924238359977185e-01 9.608860564752759181e-01 9.650918647395715366e-01 9.687549826945163201e-01 9.715207274584746200e-01 9.733430266860900737e-01 9.743747338312646056e-01 9.748354659493130292e-01 9.749227462023359880e-01 9.747780364873570580e-01 9.744886148305461626e-01 9.741027415886845953e-01 9.736445153044052114e-01 9.731233167519416360e-01 9.725359394971229143e-01 9.718559960452876068e-01 9.709889111707288301e-01 9.696172236311136894e-01 9.666894501896720060e-01 9.587751971353898339e-01 9.350054337747885080e-01 8.631595430084677556e-01 6.636644485833718132e-01 2.335678683343350714e-01 -3.058169875673419358e-01 -6.711528637708999989e-01 -8.479297233034229775e-01
